scheme,season,week,arm,n,mean_fwd3,mean_vs_pos,week_ceiling,min_span
depth1.25,2014,16,naive,3,10.7267,5.4978,26.1200,1
depth1.25,2014,16,repo,3,1.5333,-0.5576,26.1200,1
depth1.25,2015,2,naive,3,10.1578,1.6678,23.3000,3
depth1.25,2015,2,repo,3,3.9556,0.9877,23.3000,3
depth1.25,2015,3,naive,3,18.4167,15.4526,23.1467,2
depth1.25,2015,3,repo,3,8.2311,1.9634,23.1467,3
depth1.25,2015,4,naive,3,10.3556,2.5021,23.1000,3
depth1.25,2015,4,repo,3,14.2978,8.9999,23.1000,2
depth1.25,2015,5,naive,3,10.4956,7.0003,20.8133,3
depth1.25,2015,5,repo,3,8.8000,6.5859,20.8133,3
depth1.25,2015,6,naive,3,14.7689,5.7736,21.3500,2
depth1.25,2015,6,repo,3,13.2756,7.1635,21.3500,3
depth1.25,2015,7,naive,3,12.4044,8.2432,24.9000,2
depth1.25,2015,7,repo,3,12.4644,9.2745,24.9000,2
depth1.25,2015,8,naive,3,1.1000,-3.0675,24.1600,2
depth1.25,2015,8,repo,3,10.5867,6.7819,24.1600,2
depth1.25,2015,9,naive,3,15.0133,8.1333,24.5000,2
depth1.25,2015,9,repo,3,11.5300,7.1916,24.5000,2
depth1.25,2015,10,naive,3,14.2944,9.9051,27.9500,2
depth1.25,2015,10,repo,3,6.2222,3.9177,27.9500,3
depth1.25,2015,11,naive,3,9.5178,6.7741,18.2733,3
depth1.25,2015,11,repo,3,5.5333,3.1433,18.2733,3
depth1.25,2015,12,naive,3,14.2622,9.4250,22.2133,3
depth1.25,2015,12,repo,3,6.7600,2.1004,22.2133,3
depth1.25,2015,13,naive,3,9.0822,3.8072,19.8400,3
depth1.25,2015,13,repo,3,9.3467,5.0490,19.8400,3
depth1.25,2015,14,naive,3,8.7756,4.9794,19.8667,3
depth1.25,2015,14,repo,3,10.0022,5.8719,19.8667,3
depth1.25,2015,15,naive,3,6.9500,1.6181,24.8000,2
depth1.25,2015,15,repo,3,8.3333,5.3562,24.8000,2
depth1.25,2015,16,naive,3,4.6600,-0.2255,23.4000,1
depth1.25,2015,16,repo,3,10.1333,5.9347,23.4000,1
depth1.25,2016,2,naive,3,15.9244,8.0276,20.8133,3
depth1.25,2016,2,repo,3,10.2133,5.3035,20.8133,2
depth1.25,2016,3,naive,3,11.3078,4.9978,18.5467,2
depth1.25,2016,3,repo,3,9.6867,4.0351,18.5467,2
depth1.25,2016,4,naive,3,10.7056,6.3051,21.4667,2
depth1.25,2016,4,repo,3,10.4733,6.0729,21.4667,3
depth1.25,2016,5,naive,3,12.3289,8.0409,25.1733,3
depth1.25,2016,5,repo,3,4.6156,1.0162,25.1733,3
depth1.25,2016,6,naive,3,18.5433,10.7910,24.1400,2
depth1.25,2016,6,repo,3,15.2256,8.0798,24.1400,2
depth1.25,2016,7,naive,3,8.4467,1.3989,23.0600,2
depth1.25,2016,7,repo,3,11.0689,6.5970,23.0600,2
depth1.25,2016,8,naive,3,4.9233,1.5167,17.4000,2
depth1.25,2016,8,repo,3,9.2122,6.6032,17.4000,2
depth1.25,2016,9,naive,3,15.9978,12.1912,25.4933,3
depth1.25,2016,9,repo,3,14.0644,10.4509,25.4933,2
depth1.25,2016,10,naive,3,13.1644,8.0403,18.2467,3
depth1.25,2016,10,repo,3,13.6311,8.6121,18.2467,3
depth1.25,2016,11,naive,3,10.5756,5.7390,16.9000,3
depth1.25,2016,11,repo,3,11.1000,7.2630,16.9000,3
depth1.25,2016,12,naive,3,6.4711,1.7725,17.4667,3
depth1.25,2016,12,repo,3,7.7889,5.4028,17.4667,3
depth1.25,2016,13,naive,3,3.4556,1.2643,18.3933,3
depth1.25,2016,13,repo,3,3.5667,0.8134,18.3933,3
depth1.25,2016,14,naive,3,9.6067,2.0941,19.5467,3
depth1.25,2016,14,repo,3,8.4200,3.4555,19.5467,3
depth1.25,2016,15,naive,3,10.9867,6.1419,24.0900,2
depth1.25,2016,15,repo,3,6.7700,1.8521,24.0900,2
depth1.25,2016,16,naive,3,13.2333,7.1075,27.4000,1
depth1.25,2016,16,repo,3,5.2667,0.7217,27.4000,1
depth1.25,2017,2,naive,3,21.6489,10.2587,29.8000,3
depth1.25,2017,2,repo,3,3.3389,0.6139,29.8000,2
depth1.25,2017,3,naive,3,8.6156,1.7160,20.8300,3
depth1.25,2017,3,repo,3,7.0222,3.7710,20.8300,2
depth1.25,2017,4,naive,3,14.9044,6.6215,18.1000,2
depth1.25,2017,4,repo,3,8.9256,3.8311,18.1000,2
depth1.25,2017,5,naive,3,3.9511,1.2155,11.8333,3
depth1.25,2017,5,repo,3,10.0956,7.5814,11.8333,3
depth1.25,2017,6,naive,3,4.8633,0.2560,18.8000,2
depth1.25,2017,6,repo,3,8.4056,5.9234,18.8000,2
depth1.25,2017,7,naive,3,4.8922,0.0166,18.9700,2
depth1.25,2017,7,repo,3,4.8133,0.1844,18.9700,2
depth1.25,2017,8,naive,3,12.1867,6.3945,21.1900,2
depth1.25,2017,8,repo,3,12.3467,6.5545,21.1900,2
depth1.25,2017,9,naive,3,8.2844,4.0653,15.6333,3
depth1.25,2017,9,repo,3,10.9044,6.2383,15.6333,3
depth1.25,2017,10,naive,3,4.0567,1.3953,19.4333,2
depth1.25,2017,10,repo,3,13.2933,9.6080,19.4333,3
depth1.25,2017,11,naive,3,8.4022,3.9776,18.6867,3
depth1.25,2017,11,repo,3,4.8556,2.1570,18.6867,3
depth1.25,2017,12,naive,3,13.0067,7.2256,19.0800,3
depth1.25,2017,12,repo,3,10.5400,5.7729,19.0800,3
depth1.25,2017,13,naive,3,8.5067,4.3313,18.7267,3
depth1.25,2017,13,repo,3,12.7467,8.3934,18.7267,3
depth1.25,2017,14,naive,3,4.7756,0.7450,20.9200,3
depth1.25,2017,14,repo,3,6.8333,4.2335,20.9200,3
depth1.25,2017,15,naive,3,4.0333,-0.1735,18.7800,2
depth1.25,2017,15,repo,3,8.9933,4.7966,18.7800,2
depth1.25,2017,16,naive,3,9.4267,5.6450,24.6600,1
depth1.25,2017,16,repo,3,13.5533,8.9811,24.6600,1
depth1.25,2018,2,naive,3,22.1667,13.9657,27.9400,3
depth1.25,2018,2,repo,3,11.3000,8.0123,27.9400,3
depth1.25,2018,3,naive,3,5.0756,-3.5991,35.4000,3
depth1.25,2018,3,repo,3,14.4422,8.5927,35.4000,2
depth1.25,2018,4,naive,3,15.6844,6.0252,29.3800,2
depth1.25,2018,4,repo,3,9.2222,6.6180,29.3800,2
depth1.25,2018,5,naive,3,7.6444,2.8718,22.1200,2
depth1.25,2018,5,repo,3,3.7056,1.7242,22.1200,2
depth1.25,2018,6,naive,3,8.6111,2.0351,29.4000,3
depth1.25,2018,6,repo,3,18.6844,14.0051,29.4000,2
depth1.25,2018,7,naive,3,7.5067,2.0005,22.3100,3
depth1.25,2018,7,repo,3,13.1367,9.4067,22.3100,2
depth1.25,2018,8,naive,3,9.5311,5.0444,20.2600,2
depth1.25,2018,8,repo,3,10.5867,7.2770,20.2600,2
depth1.25,2018,9,naive,3,9.5556,5.2426,18.0600,2
depth1.25,2018,9,repo,3,8.1322,5.3400,18.0600,2
depth1.25,2018,10,naive,3,10.3333,5.5285,21.4500,2
depth1.25,2018,10,repo,3,9.0833,5.4264,21.4500,2
depth1.25,2018,11,naive,3,8.5444,3.8742,21.6200,2
depth1.25,2018,11,repo,3,7.1578,1.3242,21.6200,3
depth1.25,2018,12,naive,3,14.4956,6.6011,22.2800,3
depth1.25,2018,12,repo,3,9.9778,5.6444,22.2800,3
depth1.25,2018,13,naive,3,13.0333,7.5691,21.9333,3
depth1.25,2018,13,repo,3,7.9667,3.8052,21.9333,3
depth1.25,2018,14,naive,3,10.7289,3.7380,23.9667,3
depth1.25,2018,14,repo,3,13.4911,8.0632,23.9667,3
depth1.25,2018,15,naive,3,19.9267,11.5743,26.0700,2
depth1.25,2018,15,repo,3,10.0500,6.9208,26.0700,2
depth1.25,2018,16,naive,3,15.2067,8.5489,36.9000,1
depth1.25,2018,16,repo,3,15.8600,10.9478,36.9000,1
depth1.25,2019,2,naive,3,12.0089,7.4621,24.0867,2
depth1.25,2019,2,repo,3,9.7444,5.0319,24.0867,3
depth1.25,2019,3,naive,3,9.6533,3.8539,19.6200,2
depth1.25,2019,3,repo,3,9.6289,5.3266,19.6200,3
depth1.25,2019,4,naive,3,5.4767,1.7840,21.2667,2
depth1.25,2019,4,repo,3,4.9967,0.5233,21.2667,2
depth1.25,2019,5,naive,3,9.6378,6.7064,19.0000,3
depth1.25,2019,5,repo,3,3.3889,0.6969,19.0000,3
depth1.25,2019,6,naive,3,11.9733,6.7388,20.5467,3
depth1.25,2019,6,repo,3,8.3333,6.2352,20.5467,3
depth1.25,2019,7,naive,3,15.8689,5.5256,20.4667,3
depth1.25,2019,7,repo,3,9.4811,4.8141,20.4667,2
depth1.25,2019,8,naive,3,9.1611,1.3437,20.9900,2
depth1.25,2019,8,repo,3,7.2411,2.5312,20.9900,2
depth1.25,2019,9,naive,3,15.1967,6.3993,25.6500,2
depth1.25,2019,9,repo,3,5.2444,3.3694,25.6500,2
depth1.25,2019,10,naive,3,8.3378,4.8220,18.2733,2
depth1.25,2019,10,repo,3,10.5911,6.9892,18.2733,2
depth1.25,2019,11,naive,3,11.0267,7.1606,24.5867,3
depth1.25,2019,11,repo,3,7.6533,4.5566,24.5867,3
depth1.25,2019,12,naive,3,8.9578,6.0097,26.5333,3
depth1.25,2019,12,repo,3,1.0778,-1.2162,26.5333,3
depth1.25,2019,13,naive,3,14.1356,6.2092,30.4000,3
depth1.25,2019,13,repo,3,10.2667,4.3393,30.4000,3
depth1.25,2019,14,naive,3,18.9111,11.0250,24.3867,3
depth1.25,2019,14,repo,3,9.7978,5.1037,24.3867,3
depth1.25,2019,15,naive,3,14.1667,8.5138,25.2200,2
depth1.25,2019,15,repo,3,16.9067,12.4310,25.2200,2
depth1.25,2019,16,naive,3,17.7533,11.3147,23.0000,1
depth1.25,2019,16,repo,3,9.3667,6.3183,23.0000,1
depth1.25,2020,2,naive,3,15.6889,6.3882,24.9000,3
depth1.25,2020,2,repo,3,8.1000,4.5727,24.9000,3
depth1.25,2020,3,naive,3,12.4222,7.1729,25.1800,3
depth1.25,2020,3,repo,3,6.4289,-0.8094,25.1800,3
depth1.25,2020,4,naive,3,4.8444,1.7959,17.5000,3
depth1.25,2020,4,repo,3,9.0944,5.6701,17.5000,2
depth1.25,2020,5,naive,3,9.2556,6.3691,18.3333,2
depth1.25,2020,5,repo,3,11.4556,7.8245,18.3333,3
depth1.25,2020,6,naive,3,4.4433,0.7753,20.6667,2
depth1.25,2020,6,repo,3,12.3778,9.2713,20.6667,3
depth1.25,2020,7,naive,3,4.0856,1.6421,18.6733,2
depth1.25,2020,7,repo,3,2.8367,-0.0067,18.6733,2
depth1.25,2020,8,naive,3,11.0256,6.9298,15.7667,2
depth1.25,2020,8,repo,3,10.7578,7.7823,15.7667,2
depth1.25,2020,9,naive,3,7.8956,5.6301,14.7467,2
depth1.25,2020,9,repo,3,9.5289,7.2634,14.7467,2
depth1.25,2020,10,naive,3,7.2889,4.1865,21.7733,3
depth1.25,2020,10,repo,3,1.1000,-1.0679,21.7733,2
depth1.25,2020,11,naive,3,16.1822,12.2153,20.0133,3
depth1.25,2020,11,repo,3,6.1889,3.3102,20.0133,3
depth1.25,2020,12,naive,3,9.0489,4.0879,22.1200,3
depth1.25,2020,12,repo,3,4.4778,2.3975,22.1200,3
depth1.25,2020,13,naive,3,8.5178,3.7489,25.2267,3
depth1.25,2020,13,repo,3,4.9667,2.9306,25.2267,3
depth1.25,2020,14,naive,3,18.0933,11.3705,24.2267,3
depth1.25,2020,14,repo,3,7.2911,3.1199,24.2267,3
depth1.25,2020,15,naive,3,7.9933,2.7414,21.4000,2
depth1.25,2020,15,repo,3,6.8400,1.5881,21.4000,2
depth1.25,2020,16,naive,3,5.9867,2.6501,31.3000,1
depth1.25,2020,16,repo,3,3.4000,1.2769,31.3000,1
depth1.25,2021,2,naive,3,17.2244,8.8865,31.6467,3
depth1.25,2021,2,repo,3,9.4867,3.9204,31.6467,3
depth1.25,2021,3,naive,3,14.0289,3.5648,25.3000,3
depth1.25,2021,3,repo,3,14.3067,4.1603,25.3000,3
depth1.25,2021,4,naive,3,18.2833,10.0981,22.6067,2
depth1.25,2021,4,repo,3,9.0311,3.2951,22.6067,3
depth1.25,2021,5,naive,3,5.8644,1.7248,16.2067,3
depth1.25,2021,5,repo,3,7.6511,4.8000,16.2067,3
depth1.25,2021,6,naive,3,7.2878,3.1428,17.2400,2
depth1.25,2021,6,repo,3,12.8311,6.5359,17.2400,2
depth1.25,2021,7,naive,3,3.1800,0.2602,11.9800,2
depth1.25,2021,7,repo,3,7.0633,4.1435,11.9800,2
depth1.25,2021,8,naive,3,10.2889,4.3046,20.4667,2
depth1.25,2021,8,repo,3,8.3267,3.8062,20.4667,2
depth1.25,2021,9,naive,3,4.3833,1.0279,17.6333,2
depth1.25,2021,9,repo,3,7.2000,5.3083,17.6333,3
depth1.25,2021,10,naive,3,5.9978,2.9944,16.1933,3
depth1.25,2021,10,repo,3,2.0444,-0.5490,16.1933,3
depth1.25,2021,11,naive,3,4.3133,1.7247,12.1333,2
depth1.25,2021,11,repo,3,7.7722,5.0369,12.1333,2
depth1.25,2021,12,naive,3,6.7700,2.8868,18.5800,2
depth1.25,2021,12,repo,3,4.0667,0.1835,18.5800,2
depth1.25,2021,13,naive,3,11.8356,8.0767,17.0667,3
depth1.25,2021,13,repo,3,13.0289,9.6480,17.0667,3
depth1.25,2021,14,naive,3,6.3867,1.1544,16.1800,3
depth1.25,2021,14,repo,3,4.3667,1.9658,16.1800,3
depth1.25,2021,15,naive,3,5.9289,1.5830,18.0733,3
depth1.25,2021,15,repo,3,7.5800,3.8321,18.0733,3
depth1.25,2021,16,naive,3,4.5067,1.1909,18.6900,2
depth1.25,2021,16,repo,3,8.8733,5.8118,18.6900,2
depth1.25,2021,17,naive,3,1.5000,-2.5681,27.2400,1
depth1.25,2021,17,repo,3,7.1267,2.3487,27.2400,1
depth1.25,2022,2,naive,3,9.9111,6.8482,19.9600,3
depth1.25,2022,2,repo,3,12.4578,7.5300,19.9600,3
depth1.25,2022,3,naive,3,15.6200,6.4620,22.8000,2
depth1.25,2022,3,repo,3,12.7422,6.5404,22.8000,3
depth1.25,2022,4,naive,3,5.8622,0.5763,19.5933,3
depth1.25,2022,4,repo,3,6.6556,4.0533,19.5933,3
depth1.25,2022,5,naive,3,5.6956,1.0409,22.6000,3
depth1.25,2022,5,repo,3,13.2000,8.5762,22.6000,2
depth1.25,2022,6,naive,3,1.1667,-2.8573,18.2000,3
depth1.25,2022,6,repo,3,15.6722,12.3134,18.2000,2
depth1.25,2022,7,naive,3,6.7744,2.6992,22.3000,2
depth1.25,2022,7,repo,3,11.9911,7.6628,22.3000,3
depth1.25,2022,8,naive,3,14.0778,8.6052,19.9200,2
depth1.25,2022,8,repo,3,8.6556,6.0297,19.9200,3
depth1.25,2022,9,naive,3,4.6278,2.1255,16.7100,2
depth1.25,2022,9,repo,3,3.2111,0.2260,16.7100,3
depth1.25,2022,10,naive,3,13.9756,10.6348,20.3333,3
depth1.25,2022,10,repo,3,12.1178,8.9969,20.3333,3
depth1.25,2022,11,naive,3,10.5933,4.9476,15.4667,3
depth1.25,2022,11,repo,3,10.2122,4.7442,15.4667,2
depth1.25,2022,12,naive,3,7.7289,2.3450,16.9000,2
depth1.25,2022,12,repo,3,8.0433,4.3010,16.9000,2
depth1.25,2022,13,naive,3,9.9633,4.9216,20.6267,2
depth1.25,2022,13,repo,3,12.7089,8.9701,20.6267,3
depth1.25,2022,14,naive,3,11.4444,7.3222,18.9133,3
depth1.25,2022,14,repo,3,8.5000,5.6837,18.9133,3
depth1.25,2022,15,naive,3,3.7533,-0.1167,17.6133,3
depth1.25,2022,15,repo,3,5.7200,2.4509,17.6133,3
depth1.25,2022,16,naive,3,5.5100,2.2352,19.7300,2
depth1.25,2022,16,repo,3,9.3333,7.0333,19.7300,2
depth1.25,2022,17,naive,3,12.8200,8.1060,18.3000,1
depth1.25,2022,17,repo,3,8.7667,5.3882,18.3000,1
depth1.25,2023,2,naive,3,8.3400,-0.9309,31.9333,3
depth1.25,2023,2,repo,3,16.5689,6.7422,31.9333,3
depth1.25,2023,3,naive,3,7.8144,3.0384,16.2667,2
depth1.25,2023,3,repo,3,7.0556,4.4930,16.2667,3
depth1.25,2023,4,naive,3,12.4967,7.2074,18.6800,2
depth1.25,2023,4,repo,3,9.8178,6.9954,18.6800,3
depth1.25,2023,5,naive,3,15.3778,10.5996,20.7100,2
depth1.25,2023,5,repo,3,9.2556,7.1589,20.7100,2
depth1.25,2023,6,naive,3,12.3811,8.3138,19.9600,2
depth1.25,2023,6,repo,3,14.7022,10.6684,19.9600,3
depth1.25,2023,7,naive,3,8.3411,5.6978,17.2667,2
depth1.25,2023,7,repo,3,5.2056,2.5232,17.2667,2
depth1.25,2023,8,naive,3,12.6333,8.2855,16.9800,3
depth1.25,2023,8,repo,3,8.2944,6.0742,16.9800,2
depth1.25,2023,9,naive,3,6.9667,4.1638,15.4400,2
depth1.25,2023,9,repo,3,4.9867,0.9071,15.4400,2
depth1.25,2023,10,naive,3,12.6856,9.2252,17.9667,2
depth1.25,2023,10,repo,3,4.7867,1.3263,17.9667,2
depth1.25,2023,11,naive,3,9.9833,4.1296,20.6133,2
depth1.25,2023,11,repo,3,8.2733,4.4544,20.6133,2
depth1.25,2023,12,naive,3,11.2722,5.2696,22.9400,2
depth1.25,2023,12,repo,3,1.2611,-1.1872,22.9400,2
depth1.25,2023,13,naive,3,8.6022,5.1079,20.6733,3
depth1.25,2023,13,repo,3,8.3133,3.7541,20.6733,3
depth1.25,2023,14,naive,3,11.5778,2.5968,21.4467,3
depth1.25,2023,14,repo,3,6.9222,4.7539,21.4467,3
depth1.25,2023,15,naive,3,10.5333,6.0388,20.6200,3
depth1.25,2023,15,repo,3,12.7489,7.0354,20.6200,3
depth1.25,2023,16,naive,3,11.6700,4.1107,18.2200,2
depth1.25,2023,16,repo,3,4.8700,1.0946,18.2200,2
depth1.25,2023,17,naive,3,9.2600,3.8026,20.8000,1
depth1.25,2023,17,repo,3,6.5000,3.5021,20.8000,1
depth1.25,2024,2,naive,3,15.1711,9.2024,25.1400,3
depth1.25,2024,2,repo,3,11.4444,8.6470,25.1400,3
depth1.25,2024,3,naive,3,6.0089,1.2387,25.8900,3
depth1.25,2024,3,repo,3,5.5611,2.7658,25.8900,2
depth1.25,2024,4,naive,3,10.4089,5.2814,26.1000,2
depth1.25,2024,4,repo,3,12.4044,7.2840,26.1000,2
depth1.25,2024,5,naive,3,1.9956,-1.2844,16.7667,3
depth1.25,2024,5,repo,3,9.7256,6.6487,16.7667,2
depth1.25,2024,6,naive,3,13.4444,9.6275,19.4333,3
depth1.25,2024,6,repo,3,10.5511,6.5093,19.4333,3
depth1.25,2024,7,naive,3,13.8222,9.2405,20.9500,2
depth1.25,2024,7,repo,3,10.4444,6.7927,20.9500,2
depth1.25,2024,8,naive,3,16.0600,10.3067,21.5067,2
depth1.25,2024,8,repo,3,4.7556,2.7843,21.5067,2
depth1.25,2024,9,naive,3,8.4200,1.0071,24.2600,3
depth1.25,2024,9,repo,3,12.2533,9.9025,24.2600,2
depth1.25,2024,10,naive,3,10.3389,5.8497,25.7333,2
depth1.25,2024,10,repo,3,16.7100,11.4562,25.7333,2
depth1.25,2024,11,naive,3,17.0544,8.3105,25.7400,2
depth1.25,2024,11,repo,3,11.7522,6.3643,25.7400,2
depth1.25,2024,12,naive,3,9.1200,6.0649,16.0400,3
depth1.25,2024,12,repo,3,6.1389,4.2839,16.0400,2
depth1.25,2024,13,naive,3,10.5133,1.4967,17.4600,3
depth1.25,2024,13,repo,3,5.2800,1.0592,17.4600,3
depth1.25,2024,14,naive,3,9.5311,4.9353,16.5667,3
depth1.25,2024,14,repo,3,8.4467,5.6139,16.5667,3
depth1.25,2024,15,naive,3,9.0956,5.0524,26.8267,3
depth1.25,2024,15,repo,3,4.3267,1.3471,26.8267,3
depth1.25,2024,16,naive,3,17.9967,9.9822,26.6800,2
depth1.25,2024,16,repo,3,7.9833,-0.1687,26.6800,2
depth1.25,2024,17,naive,3,10.8000,4.9163,23.6000,1
depth1.25,2024,17,repo,3,10.3667,6.3815,23.6000,1
depth1.25,2025,2,naive,3,15.6311,6.4900,23.7600,3
depth1.25,2025,2,repo,3,13.9156,8.9788,23.7600,3
depth1.25,2025,3,naive,3,6.8222,1.8235,21.2400,3
depth1.25,2025,3,repo,3,4.6556,1.1110,21.2400,2
depth1.25,2025,4,naive,3,15.7278,7.7429,22.5333,2
depth1.25,2025,4,repo,3,5.3000,2.7165,22.5333,3
depth1.25,2025,5,naive,3,4.8422,-0.1107,23.8133,3
depth1.25,2025,5,repo,3,9.3311,5.6522,23.8133,2
depth1.25,2025,6,naive,3,15.0822,6.9163,27.0000,3
depth1.25,2025,6,repo,3,10.5078,1.7900,27.0000,2
depth1.25,2025,7,naive,3,14.4489,9.4532,27.5100,3
depth1.25,2025,7,repo,3,4.5444,2.7237,27.5100,2
depth1.25,2025,8,naive,3,7.4000,5.1172,18.3333,3
depth1.25,2025,8,repo,3,5.1222,3.0468,18.3333,2
depth1.25,2025,9,naive,3,13.6578,5.1367,20.6333,3
depth1.25,2025,9,repo,3,8.6500,6.7465,20.6333,2
depth1.25,2025,10,naive,3,9.2222,5.6561,19.3400,3
depth1.25,2025,10,repo,3,12.6333,9.0672,19.3400,2
depth1.25,2025,11,naive,3,14.5300,8.1958,19.1200,2
depth1.25,2025,11,repo,3,7.1167,4.7734,19.1200,2
depth1.25,2025,12,naive,3,7.2844,2.7608,18.9000,2
depth1.25,2025,12,repo,3,8.8689,5.6619,18.9000,3
depth1.25,2025,13,naive,3,1.9867,-5.3705,28.5500,3
depth1.25,2025,13,repo,3,11.2911,6.7123,28.5500,3
depth1.25,2025,14,naive,3,15.1200,9.0124,19.0400,3
depth1.25,2025,14,repo,3,7.8356,5.0943,19.0400,3
depth1.25,2025,15,naive,3,12.9911,6.6297,24.3333,3
depth1.25,2025,15,repo,3,5.4667,1.6707,24.3333,3
depth1.25,2025,16,naive,3,16.9967,8.4225,21.8400,2
depth1.25,2025,16,repo,3,2.3000,0.3614,21.8400,2
depth1.25,2025,17,naive,3,7.0467,1.8701,22.6000,1
depth1.25,2025,17,repo,3,3.4800,0.2058,22.6000,1
