overall_rank,pos_rank,player_display_name,position,team,season,week,score,score_lo,score_hi,proj_pts,proj_pts_lo,proj_pts_hi,snap,snap_jump,targets,tgt_share,eb_tgt_share,carries,carry_share,eb_car_share,receptions,air_yards_share,wopr_opp,kal_role,cusum,pts,pts_lag1,cum_before,rank_before,conformal_half_width,model_coverage
98,21,Julius Chestnut,RB,TEN,2025,8,0.3645,0.0678,0.6613,0.3500,0.0000,2.2667,0.0300,0.0200,0,0.0000,0.0156,2,0.0800,0.0629,0,0.0000,2.0000,0.0274,0.0000,0.5000,0.0000,3.1000,57.0000,0.2968,0.7931
99,37,Casey Washington,WR,ATL,2025,8,0.3612,0.0704,0.6519,0.5333,0.0000,2.6667,0.0800,-0.4050,1,0.0370,0.0897,0,0.0000,0.0015,1,0.0596,2.5000,0.2674,0.0000,3.0000,2.2000,9.4000,79.0000,0.2908,0.8056
100,38,Jordan Watkins,WR,SF,2025,8,0.3543,0.0635,0.6450,0.4667,0.0000,2.5667,0.1200,,2,0.0690,0.0878,0,0.0000,0.0052,1,0.0752,5.0000,0.1200,0.0000,1.2000,,0.0000,97.0000,0.2908,0.8056
101,10,Mitchell Trubisky,QB,BUF,2025,8,0.3528,0.0158,0.6898,2.0378,-0.2222,13.1694,0.1700,0.0400,0,0.0000,0.0003,0,0.0000,0.0520,0,0.0000,0.0000,0.1540,0.0000,0.8800,0.9800,0.9800,29.0000,0.3370,0.8251
102,22,Dameon Pierce,RB,HOU,2025,8,0.3509,0.0542,0.6477,0.3000,0.0000,2.1405,0.0000,-0.1700,0,0.0000,0.0199,0,0.0000,0.1097,0,0.0000,0.0000,0.0867,0.0000,0.0000,2.1000,2.6000,59.0000,0.2968,0.7931
103,23,Dare Ogunbowale,RB,HOU,2025,8,0.3481,0.0513,0.6448,0.3000,0.0000,2.1000,0.1600,0.0800,1,0.0263,0.0240,1,0.0278,0.0251,1,-0.0089,3.5000,0.1285,0.0000,2.2000,0.0000,1.6000,63.0000,0.2968,0.7931
104,39,Beaux Collins,WR,NYG,2025,8,0.3432,0.0524,0.6340,0.4333,0.0000,2.4500,0.2300,0.0000,2,0.0909,0.0520,0,0.0000,0.0016,1,0.0936,5.0000,0.1907,0.0000,2.3000,0.0000,1.2000,92.0000,0.2908,0.8056
105,40,Gunner Olszewski,WR,NYG,2025,8,0.3413,0.0505,0.6320,0.4000,0.0000,2.4333,0.0000,-0.0100,0,0.0000,0.0062,0,0.0000,0.0008,0,0.0000,0.0000,0.0041,0.0000,0.0000,0.0000,0.0000,97.0000,0.2908,0.8056
106,24,British Brooks,RB,HOU,2025,8,0.3412,0.0444,0.6379,0.2667,0.0000,2.0333,0.1400,-0.0200,0,0.0000,0.0146,0,0.0000,0.0398,0,0.0000,0.0000,0.1480,0.0000,0.0000,1.5000,1.5000,64.0000,0.2968,0.7931
107,41,Anthony Gould,WR,IND,2025,8,0.3410,0.0502,0.6318,0.4000,0.0000,2.4333,0.0600,-0.2800,0,0.0000,0.0133,0,0.0000,0.0009,0,0.0000,0.0000,0.2040,0.0000,0.0000,0.8000,0.8000,93.0000,0.2908,0.8056
108,33,David Martin-Robinson,TE,TEN,2025,8,0.3286,0.0387,0.6186,0.8000,0.0000,3.0000,0.0600,-0.0250,0,0.0000,0.0269,0,0.0000,0.0003,0,0.0000,0.0000,0.0781,0.0000,0.0000,7.1000,7.1000,45.0000,0.2900,0.8270
109,11,Zach Wilson,QB,MIA,2025,8,0.3227,0.0000,0.6597,1.0792,-0.6667,12.2878,0.1000,-0.0900,0,0.0000,0.0003,0,0.0000,0.0547,0,0.0000,0.0000,0.1360,0.0000,0.0000,1.5800,1.5800,26.0000,0.3370,0.8251
110,25,Nyheim Hines,RB,LAC,2025,8,0.3156,0.0188,0.6123,0.2000,0.0000,1.7667,0.0500,,0,0.0000,0.0298,2,0.0465,0.0623,0,0.0000,2.0000,0.0500,0.0000,-0.2000,,0.0000,68.0000,0.2968,0.7931
111,34,Ben Sinnott,TE,WAS,2025,8,0.3137,0.0237,0.6037,0.7000,0.0000,2.8000,0.2100,-0.0450,1,0.0417,0.0400,0,0.0000,0.0004,1,0.0123,2.5000,0.2519,0.0000,3.2000,0.0000,1.7000,51.0000,0.2900,0.8270
112,12,Max Brosmer,QB,MIN,2025,8,0.2960,0.0000,0.6330,0.5025,-0.6667,11.7132,0.1200,0.0100,0,0.0000,0.0002,0,0.0000,0.0349,0,0.0000,0.0000,0.1067,0.0000,0.5200,-0.1000,1.0600,28.0000,0.3370,0.8251
113,26,Rasheen Ali,RB,BAL,2025,8,0.2960,0.0000,0.5927,0.1333,0.0000,1.6333,0.0000,-0.0200,0,0.0000,0.0065,0,0.0000,0.0104,0,0.0000,0.0000,0.0115,0.0000,0.0000,0.0000,0.5000,67.0000,0.2968,0.7931
114,35,Jack Stoll,TE,NO,2025,8,0.2932,0.0032,0.5832,0.6333,0.0000,2.6427,0.1200,-0.1650,1,0.0200,0.0374,0,0.0000,0.0002,0,-0.0048,2.5000,0.1934,0.0000,0.0000,0.0000,11.8000,40.0000,0.2900,0.8270
115,13,Jarrett Stidham,QB,DEN,2025,8,0.2892,0.0000,0.6261,0.3795,-0.6667,11.5210,0.0600,,0,0.0000,0.0004,1,0.0400,0.0722,0,0.0000,1.0000,0.0600,0.0000,-0.1000,,0.0000,30.0000,0.3370,0.8251
116,14,Riley Leonard,QB,IND,2025,8,0.2886,0.0000,0.6256,0.3731,-0.6667,11.5125,0.1100,,0,0.0000,0.0004,1,0.0556,0.0888,0,0.0000,1.0000,0.1100,0.0000,0.1000,,0.0000,30.0000,0.3370,0.8251
117,42,Xavier Gipson,WR,PHI,2025,8,0.2881,0.0000,0.5789,0.0000,0.0000,1.9000,0.0800,0.0800,1,0.0500,0.0341,0,0.0000,0.0017,1,-0.0340,2.5000,0.0419,0.0000,0.8000,0.0000,0.0000,97.0000,0.2908,0.8056
118,43,Devin Duvernay,WR,CHI,2025,8,0.2836,0.0000,0.5744,0.0000,0.0000,1.8500,0.1600,0.1600,3,0.0882,0.0211,0,0.0000,0.0010,1,0.1548,7.5000,0.0800,2.7000,0.7000,0.0000,0.0000,97.0000,0.2908,0.8056
119,36,Andrew Ogletree,TE,IND,2025,8,0.2820,0.0000,0.5719,0.5667,0.0000,2.5333,0.2100,-0.0200,1,0.0526,0.0202,0,0.0000,0.0001,0,0.0187,2.5000,0.2309,0.0000,0.0000,0.0000,0.0000,54.0000,0.2900,0.8270
120,44,Nikko Remigio,WR,KC,2025,8,0.2779,0.0000,0.5687,0.0000,0.0000,1.8000,0.0100,-0.0750,0,0.0000,0.0091,0,0.0000,0.0048,0,0.0000,0.0000,0.0481,0.5974,0.0000,0.0000,3.7000,89.0000,0.2908,0.8056
121,45,Jamal Agnew,WR,ATL,2025,8,0.2682,0.0000,0.5590,0.0000,0.0000,1.7333,0.0200,0.0200,0,0.0000,0.0091,0,0.0000,0.0015,0,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,97.0000,0.2908,0.8056
122,46,Charlie Jones,WR,CIN,2025,8,0.2544,0.0000,0.5452,0.0000,0.0000,1.6000,0.0000,0.0000,0,0.0000,0.0056,0,0.0000,0.0012,0,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,97.0000,0.2908,0.8056
123,46,Myles Price,WR,MIN,2025,8,0.2544,0.0000,0.5452,0.0000,0.0000,1.6000,0.0000,0.0000,0,0.0000,0.0071,0,0.0000,0.0012,0,0.0000,0.0000,0.0055,0.0000,0.0000,0.0000,0.0000,97.0000,0.2908,0.8056
124,27,Travis Homer,RB,CHI,2025,8,0.2486,0.0000,0.5453,0.0000,0.0000,1.2333,0.0000,0.0000,0,0.0000,0.0169,0,0.0000,0.0133,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.0000,0.2968,0.7931
125,48,Bo Melton,WR,GB,2025,8,0.2444,0.0000,0.5352,0.0000,0.0000,1.5333,0.0200,0.0100,0,0.0000,0.0100,0,0.0000,0.0070,0,0.0000,0.0000,0.0126,0.0000,0.0000,0.0000,0.3000,96.0000,0.2908,0.8056
126,49,Ke'Shawn Williams,WR,PIT,2025,8,0.2394,0.0000,0.5302,0.0000,0.0000,1.5000,0.0200,0.0100,0,0.0000,0.0171,0,0.0000,0.0026,0,0.0000,0.0000,0.0143,0.0000,0.0000,0.0000,0.0000,97.0000,0.2908,0.8056
127,49,Jahdae Walker,WR,CHI,2025,8,0.2394,0.0000,0.5302,0.0000,0.0000,1.5000,0.0300,0.0200,0,0.0000,0.0198,0,0.0000,0.0027,0,0.0000,0.0000,0.0220,0.0000,0.0000,0.0000,0.0000,97.0000,0.2908,0.8056
128,37,Hayden Rucci,TE,MIA,2025,8,0.2382,0.0000,0.5282,0.4000,0.0000,2.1333,0.1600,,0,0.0000,0.0390,0,0.0000,0.0006,0,0.0000,0.0000,0.1600,0.0000,0.0000,,0.0000,54.0000,0.2900,0.8270
129,51,Derius Davis,WR,LAC,2025,8,0.2307,0.0000,0.5215,0.0000,0.0000,1.4333,0.0400,-0.0150,0,0.0000,0.0081,0,0.0000,0.0130,0,0.0000,0.0000,0.0499,0.0000,0.0000,0.0000,0.5000,94.0000,0.2908,0.8056
130,38,Cameron Latu,TE,PHI,2025,8,0.2204,0.0000,0.5104,0.0000,0.0000,2.0000,0.1500,0.0600,0,0.0000,0.0108,0,0.0000,0.0002,0,0.0000,0.0000,0.1145,0.7199,0.0000,0.0000,0.0000,54.0000,0.2900,0.8270
131,52,Mason Tipton,WR,NO,2025,8,0.2135,0.0000,0.5043,0.0000,0.0000,1.3333,0.0600,-0.0150,1,0.0200,0.0302,0,0.0000,0.0025,0,0.0358,2.5000,0.0705,0.0000,0.0000,0.0000,0.0000,97.0000,0.2908,0.8056
132,39,Feleipe Franks,TE,ATL,2025,8,0.2059,0.0000,0.4959,0.0000,0.0000,1.9000,0.0000,-0.0450,0,0.0000,0.0114,0,0.0000,0.0095,0,0.0000,0.0000,0.0184,0.0000,0.0000,0.2000,0.2000,53.0000,0.2900,0.8270
133,15,Tanner McKee,QB,PHI,2025,8,0.2052,0.0000,0.5422,0.0000,-0.6667,9.2598,0.0700,,0,0.0000,0.0004,3,0.0909,0.1035,0,0.0000,3.0000,0.0700,0.0000,-0.2000,,0.0000,30.0000,0.3370,0.8251
134,28,Reggie Gilliam,RB,BUF,2025,8,0.1739,0.0000,0.4706,0.0000,0.0000,0.8000,0.4100,0.2250,0,0.0000,0.0133,0,0.0000,0.0079,0,0.0000,0.0000,0.2967,0.0000,0.0000,0.0000,0.0000,68.0000,0.2968,0.7931
